image_path,class,width,height,format,mode,duplicate,label,split
dataset\Apple___Apple_scab\image (436).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Cedar_apple_rust\image (150).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (426).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1158).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (547).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (204).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (284).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (295).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (236).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (314).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1229).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (917).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (422).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Apple_scab\image (190).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Cedar_apple_rust\image (214).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (323).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (264).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (570).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1036).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1177).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (964).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (760).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1470).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (380).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1389).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (68).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (513).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (177).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (436).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1316).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (200).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (248).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (909).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (476).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1300).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (115).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1046).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (771).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (51).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1399).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (95).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (383).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (108).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (18).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Cedar_apple_rust\image (92).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (201).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (376).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (185).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Cedar_apple_rust\image (129).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,validation
dataset\Apple___Apple_scab\image (69).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Black_rot\image (94).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (73).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (399).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (28).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (36).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1442).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Cedar_apple_rust\image (33).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (82).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1431).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (445).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (187).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___healthy\image (730).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (473).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (193).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Black_rot\image (315).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1247).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (220).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Cedar_apple_rust\image (259).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Apple_scab\image (448).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Black_rot\image (406).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1329).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (144).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (356).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (1306).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (898).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (680).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (66).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (368).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1617).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (496).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Black_rot\image (443).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (494).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (222).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Black_rot\image (242).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (12).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (353).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (318).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (388).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Cedar_apple_rust\image (13).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1577).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (619).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (635).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (483).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (507).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1213).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (54).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (178).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (313).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1309).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1440).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1171).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (458).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (151).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___Black_rot\image (186).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (323).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (521).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (259).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1211).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (42).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (426).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (903).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1243).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (418).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1324).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (52).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Apple_scab\image (489).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1257).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1275).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (78).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (505).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (461).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (122).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (22).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1503).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1148).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1088).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (22).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (13).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1186).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (258).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (1231).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (181).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Apple_scab\image (61).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1101).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (168).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1428).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (233).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (329).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (517).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (521).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (319).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (107).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (56).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Apple_scab\image (96).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1122).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (432).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (66).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (976).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (149).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (762).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1317).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (278).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (733).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (310).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (184).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (155).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (187).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Black_rot\image (383).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Black_rot\image (31).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (359).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (195).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (71).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (410).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1416).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1196).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (261).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1537).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (594).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Black_rot\image (217).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1512).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (510).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (502).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1244).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (536).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (912).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (24).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (1293).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (520).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (447).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (465).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1100).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1407).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (838).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (146).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (783).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (116).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,validation
dataset\Apple___healthy\image (552).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1559).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (749).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (191).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (279).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (176).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___healthy\image (769).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (613).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (965).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1545).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (241).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (281).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (533).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Cedar_apple_rust\image (234).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (371).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (367).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1377).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1558).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (652).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (579).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (361).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (245).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (394).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (164).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (9).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___healthy\image (1478).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (336).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (338).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (36).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1539).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (561).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (133).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Apple_scab\image (316).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Black_rot\image (511).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (1507).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (286).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (327).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (258).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (36).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (50).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (351).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (1370).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (398).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1189).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (626).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (504).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (918).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (344).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (993).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (223).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (442).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (16).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1038).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1414).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (285).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (1170).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1488).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (233).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Apple_scab\image (601).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (112).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (233).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (658).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (573).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1627).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (108).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1536).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (38).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (589).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (526).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1348).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (794).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (66).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (40).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (432).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (910).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (49).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
